pablo_bonells;isaffiliatedto;club_celaya;3;1
jürgen_habermas;isinterestedin;political_philosophy;6;1
victorio_cocco;isaffiliatedto;argentina_national_football_team;5;1
velibor_vasović;playsfor;afc_ajax;10;1
telmo_zarra;diedin;bilbao;31;1
robert_gascoyne-cecil_3rd_marquess_of_salisbury;hasgender;male;10475;1
torbjörn_nilsson;isaffiliatedto;ifk_göteborg;1;1
rosemère_quebec;islocatedin;quebec;21;1
mark_blake_(footballer_born_1970);isaffiliatedto;portsmouth_fc;2;1
tony_jantschke;playsfor;germany_national_youth_football_team;26;1
pavel_košťál;isaffiliatedto;fc_hansa_rostock;8;1
bret_mckenzie;hasmusicalrole;wordnet_vocal_music_107282006;44;1
édouard_wawrzyniak;isaffiliatedto;valenciennes_fc;1;1
chaker_zouagi;playsfor;olmaliq_fk;3;3
nicolás_olivera;isaffiliatedto;córdoba_cf;1;1
guy_dardenne;isaffiliatedto;r_white_daring_molenbeek;93;12
jim_moffat;isaffiliatedto;albion_rovers_fc;1;1
alan_sunderland;playsfor;derry_city_fc;2;1
josé_callejón;playsfor;real_madrid_c;3;1
adrian_pătulea;isaffiliatedto;fc_rapid_bucurești;1;1
jesús_turiel;isaffiliatedto;real_valladolid_b;1;1
divya_bharti;actedin;balwaan;738;452
luciano_quadros_da_silva;wasbornin;porto_alegre;2821;7
pat_noonan;isaffiliatedto;colorado_rapids;1;1
battle_of_the_dukla_pass;happenedin;nazi_germany;2;1
frank_mill;isaffiliatedto;fortuna_düsseldorf;1;1
volodymyr_muntyan;isaffiliatedto;sk_tavriya_simferopol;604;26
leopold_iii_margrave_of_austria;haschild;gertrude_of_babenberg_duchess_of_bohemia;1;1
marcel_schmelzer;playsfor;germany_national_under-21_football_team;3;1
eran_zahavi;wasbornin;rishon_lezion;6;1
antonio_candreva;playsfor;ternana_calcio;2;2
robert_louis_stevenson;influences;david_leavitt;44;78
stan_lazaridis;playsfor;perth_glory_fc;1;1
sean_green_(basketball);isaffiliatedto;utah_jazz;332;42
fabio_bonci;playsfor;parma_fc;1;1
national_union_(israel);islocatedin;jerusalem;127;8
arran_lee-barrett;playsfor;cardiff_city_fc;10;1
larbi_benbarek;isaffiliatedto;rs_settat;662;1923
andy_saville;playsfor;barnsley_fc;1;1
celso_brum_junior;playsfor;clube_esportivo_bento_gonçalves;1;1
republic_of_serbian_krajina;participatedin;croatian_war_of_independence;1;1
srikanth_deva;wrotemusicfor;sivakasi_(film);1;1
jörg_reeb;playsfor;fc_augsburg;9;1
christian_perez_(footballer_born_1963);isaffiliatedto;shanghai_greenland_fc;2;1
josip_škorić;hasgender;male;1551;1
frank_pingel;isaffiliatedto;tsv_1860_münchen;2;1
festus_agu;playsfor;sv_wacker_burghausen;2;1
erik_estrada;wasbornin;new_york_city;122141;10
gerald_thomas;directed;carry_on_emmannuelle;1;1
jorginho_putinatti;playsfor;brazil_national_football_team;26;1
erik_sundin;isaffiliatedto;trelleborgs_ff;316;27
anzor_kavazashvili;isaffiliatedto;fc_spartak_moscow;2;1
jean_templin;wasbornin;baranovichi;103920;93994
grigorij_khizhnyak;isaffiliatedto;makedonikos_bc;291;68
wang_xiao;playsfor;tianjin_teda_fc;1;1
alexander_downer;haswonprize;centenary_medal;28;1
weston_connecticut;islocatedin;new_york_metropolitan_area;32;1
oscoda_michigan;islocatedin;iosco_county_michigan;246;4119
gmina_pietrowice_wielkie;islocatedin;racibórz_county;108;14
massimo_maccarone;playsfor;italy_national_under-20_football_team;35;3
herman_van_rompuy;hasgender;male;3744;1
bridgeport_sound_tigers;islocatedin;fairfield_county_connecticut;20;2
lee_keun-ho;playsfor;daegu_fc;1;1
anders_jacobsen_(footballer);playsfor;oldham_athletic_afc;870;50
laryea_kingston;playsfor;heart_of_midlothian_fc;7;1
kenny_tete;playsfor;ajax_youth_academy;37;7
manuel_clares;isaffiliatedto;spain_national_football_team;5;1
bruno_pereirinha;isaffiliatedto;vitória_sc;3;1
george_h_plympton;created;the_green_hornet_(serial);1;2
justin_moose;isaffiliatedto;sriracha_fc;3;1
joe_smith_(footballer_born_1890);hasgender;male;7399;1
saving_private_ryan;islocatedin;united_states;145;1
william_s_burroughs;influences;michael_cisco;8;49
harald_wapenaar;isaffiliatedto;fc_utrecht;1;1
sebastián_gonzález;isaffiliatedto;club_olimpo;1;1
oliver_hardy;actedin;the_devil's_brother;1;1
gertrude_of_babenberg_duchess_of_bohemia;haschild;frederick_duke_of_bohemia;1;5
louis_i_of_hungary;diedin;trnava;25790;2368
eric_bana;actedin;hulk_(film);1165;2540
jimmy_robertson_(footballer_born_1880);playsfor;chelsea_fc;12;1
nivaldo_batista_santana;playsfor;real_valladolid;1;1
gonzalo_abán;playsfor;racing_de_olavarría;1;1
stuart_gilmore;edited;thoroughly_modern_millie;1;1
folsom_california;islocatedin;sacramento_county_california;396;114
battle_of_dürenstein;happenedin;first_french_empire;3;1
prince_leopold_of_bavaria;haswonprize;grand_cross_of_the_iron_cross;22;14
héctor_gonzález_(venezuelan_footballer);playsfor;alki_larnaca_fc;1;2
teejan_bai;haswonprize;padma_shri;99;1
darren_baxter_(english_footballer);isaffiliatedto;torquay_united_fc;1;1
francis_banecki;isaffiliatedto;vfb_oldenburg;1;1
milan_blagojevic;playsfor;newcastle_jets_fc;1;1
azar_karadas;playsfor;kasımpaşa_spor_kulübü;1;1
pontus_farnerud;playsfor;landskrona_bois;2;1
redange;islocatedin;luxembourg;6;1
terry_gibson;playsfor;manchester_united_fc;10;1
kadrina_parish;islocatedin;estonia;10;1
óscar_téllez;playsfor;pontevedra_cf;1;2
habsburg_monarchy;participatedin;battle_of_toulon_(1707);1;5
alec_linwood;isaffiliatedto;st_mirren_fc;1;1
kim_jong-kyung;playsfor;gwangju_sangmu_fc;35;2
tinjan;islocatedin;croatia;14;1
kelly_parker;hasgender;female;10;2
joey_castillo;hasmusicalrole;wordnet_piano_103928116;379;2
michael_ingham_(footballer);playsfor;cliftonville_fc;1;1
levi_mackin;isaffiliatedto;york_city_fc;1;1
donald_c_wurster;hasgender;male;3159;1
radolfzell;islocatedin;baden-württemberg;71;1
josé_ribeiro;playsfor;vitória_sc;2;1
mario_tokić;playsfor;croatia_national_football_team;17;1
manny_lagos;isaffiliatedto;university_of_wisconsin–milwaukee;1;1
laureano_sanabria_ruiz;playsfor;deportivo_de_la_coruña_b;1;2
paulius_grybauskas;playsfor;neftchi_baku_pfk;2;1
cristina_fernández_de_kirchner;isaffiliatedto;front_for_victory;1;1
andrei_daniel_marinescu;isaffiliatedto;cs_turnu_severin;1;1
neil_mccann;playsfor;falkirk_fc;7;2
oladipupo_martins;playsfor;fk_partizan;25;1
carlos_domínguez;isaffiliatedto;rcd_mallorca;628;9
irinel_voicu;isaffiliatedto;fc_forex_brașov;1;1
david_neave;playsfor;arbroath_fc;1;1
shahryar_dastan;playsfor;missouri_comets;12331;10777
sigurd_the_crusader;hasgender;male;28236;1
steve_whitmire;actedin;the_muppets_take_manhattan;1;3
aleksandar_pantić_(footballer_born_1992);playsfor;villarreal_cf;5;1
riga_international_airport;isconnectedto;amsterdam_airport_schiphol;3;3
dirk_lottner;wasbornin;cologne;14;1
iñaki_sáez;wasbornin;bilbao;33;1
ivor_broadis;isaffiliatedto;carlisle_united_fc;1;1
luka_žorić;isaffiliatedto;kk_union_olimpija;404;34
abdurrahman_sharafkandi;wasbornin;mahabad;18002;39027
josé_luis_martínez_gullotta;playsfor;racing_club_de_avellaneda;1;1
stefan_ertl;playsfor;sc_fortuna_köln;8;1
carlos_valencia;playsfor;atlético_huila;1;1
nicolas_plestan;playsfor;fc_schalke_04;43;1
mario_esteban_berríos;isaffiliatedto;coquimbo_unido;1;1
libya;dealswith;tunisia;2;6
simon_cziommer;playsfor;fc_twente;3;1
stanimir_gospodinov;playsfor;pfc_levski_sofia;16;1
laura_österberg_kalmari;hasgender;female;17;2
óscar_ferro;isaffiliatedto;uruguay_national_football_team;2;1
bonni_ginzburg;playsfor;beitar_tel_aviv_fc;1;1
klubi-04;islocatedin;helsinki;54;2
daniel_guzmán;isaffiliatedto;tiburones_rojos_de_veracruz;18;3
adalbert_stifter;influences;w_h_auden;267;230
chris_makin;playsfor;southampton_fc;13;1
josé_carlos_de_almeida;isaffiliatedto;joinville_esporte_clube;1;1
strom_thurmond;haswonprize;bronze_star_medal;14;1
dênis_oliveira_de_souza;hasgender;male;2947;1
edgaras_jankauskas;playsfor;fc_porto;20;2
keith_briggs_(footballer);isaffiliatedto;barrow_afc;1;1
john_galliquio;isaffiliatedto;club_deportivo_universidad_de_san_martín_de_porres;1;1
paul_davies;haswonprize;michael_faraday_prize;21;4
david_střihavka;isaffiliatedto;de/fc_bohemians_prag;18;7
mira_furlan;livesin;los_angeles;77;1
sabu_dastagir;actedin;arabian_nights_(1942_film);174;312
trimi_makolli;isaffiliatedto;ik_frej;1;1
james_blackwell;isaffiliatedto;olympique_antibes;244;191
yahoo!;islocatedin;sunnyvale_california;7;5
shin_byung-ho;playsfor;yokohama_f_marinos;15;1
arsinée_khanjian;wasbornin;beirut;5458;74
nontapan_jeansatawong;playsfor;sisaket_fc;1;1
enes_demirović;playsfor;nk_brda;1;1
québec_city_jean_lesage_international_airport;isconnectedto;licenciado_gustavo_díaz_ordaz_international_airport;2;2
grégory_christ;playsfor;r_white_star_bruxelles;3;1
plzeň-south_district;islocatedin;pilsen;3;1
dill_(footballer);playsfor;clube_de_regatas_do_flamengo;39;3
stjepan_mesić;haswonprize;order_of_the_white_double_cross;294;7
daron_malakian;wasbornin;los_angeles;7356;1
steven_hunter;isaffiliatedto;lega_basket_serie_a;598;1
lee_shearer;isaffiliatedto;faversham_town_fc;1;1
dmitri_vyazmikin;playsfor;fc_sokol_saratov;1;1
george_vi_of_the_united_kingdom;haswonprize;order_of_the_redeemer;12;3
rodney_rowe;playsfor;halifax_town_afc;1;1
ibrahim_touré;isaffiliatedto;ogc_nice;1;1
wilson_oruma;playsfor;as_nancy;1;1
pietro_ghedin;isaffiliatedto;acf_fiorentina;412;3
jack_meredith_(footballer);isaffiliatedto;blackpool_fc;1;1
assane_n'diaye;isaffiliatedto;senegal_national_football_team;1;1
louis_bookman;isaffiliatedto;ireland_national_football_team_(1882–1950);1;1
jerry_vandam;playsfor;kv_mechelen;5;1
diego_guastavino;playsfor;deportivo_maldonado;2;1
diego_barreto;isaffiliatedto;cerro_porteño;1;1
paolo_carbonaro;playsfor;vigor_lamezia;1;1
marko_marić;isaffiliatedto;skoda_xanthi_fc;1;1
luis_robson;playsfor;goiás_esporte_clube;1;1
mohammad_reza_mahdavi;playsfor;esteghlal_fc;1;1
surgut_international_airport;isconnectedto;larnaca_international_airport;37;19
john_tory;isaffiliatedto;progressive_conservative_party_of_ontario;172;69
carlow;islocatedin;republic_of_ireland;5;1
adam_eckersley_(footballer);playsfor;ac_horsens;2;1
leopoldo_luque;playsfor;club_atlético_river_plate;3;1
oliver_risser;playsfor;sv_sandhausen;5;2
daniel_da_silva_(born_1973);playsfor;brazil_national_football_team;38;1
josé_carlos_garcia_leal;playsfor;clube_náutico_capibaribe;4;1
vladimír_weiss_(footballer_born_1964);playsfor;fk_inter_bratislava;1;1
alastair_sim;diedin;london;1290;1
adam_matysek;wasbornin;piekary_śląskie;65;164
municipality_of_vipava;islocatedin;goriška;3;1
bujumbura_international_airport;islocatedin;bujumbura;16758;1576
stephen_hughes_(footballer_born_1976);playsfor;everton_fc;13;1
rutherford_b_hayes;isaffiliatedto;republican_party_(united_states);601;2
andrzej_pałasz;playsfor;bursaspor;7;1
adolf_scherer;playsfor;nîmes_olympique;1;1
steve_lowndes;isaffiliatedto;wales_national_football_team;1187;5
lee_zahler;wrotemusicfor;who's_guilty?;1;9
harrison_omoko;playsfor;fc_arsenal_kyiv;4;1
viktor_zemchenkov;playsfor;fc_chernomorets_novorossiysk;4;1
kyriacos_pavlou;isaffiliatedto;diagoras_fc;1;1
john_logan_(footballer);playsfor;charlton_athletic_fc;9;1
sean_astin;actedin;the_last_producer;1330;2504
jonathan_moreira;isaffiliatedto;cruzeiro_ec;48;1
andrejs_pavlovs;playsfor;fk_rīga;1;2
brian_horne;isaffiliatedto;dover_athletic_fc;1;1
nuno_filipe_rodrigues_silva;isaffiliatedto;merelinense_fc;1;1
freddie_bartholomew;hasgender;male;5349;2
kevin_volland;isaffiliatedto;germany_national_under-21_football_team;296;3
tiago_cavalcanti;playsfor;iraty_sport_club;138;55
romain_reynaud;wasbornin;saint-étienne;396;20
salva_ballesta;playsfor;bolton_wanderers_fc;1;1
ricardo_mion_varella_costa;playsfor;sport_club_corinthians_paulista;4;1
józef_młynarczyk;playsfor;odra_opole;4;1
esben_hansen;isaffiliatedto;nykøbing_fc;1;1
blaenau_gwent;islocatedin;ebbw_vale;217;411
ehrwald;islocatedin;reutte_district;39;14
craig_lindfield;isaffiliatedto;chester_city_fc;1;1
luis_anaya;isaffiliatedto;alianza_fc;1;1
scott_barron;playsfor;ipswich_town_fc;15;1
nicolas_raynier;playsfor;fc_sète_34;6;1
hugh_baird;wasbornin;bellshill;258;6
lazaros_iakovou;playsfor;alki_larnaca_fc;2;1
artur_voskanyan;playsfor;armenia_national_football_team;4;1
kō_shibasaki;hasgender;female;166;2
peter_withe;isaffiliatedto;newcastle_united_fc;1;1
judy_garland;ismarriedto;david_rose;1;1
thomas_c_kinkaid;haswonprize;distinguished_service_medal;1;1
lárus_guðmundsson;playsfor;1_fc_kaiserslautern;10;1
alan_sunderland;isaffiliatedto;england_national_football_b_team;2;1
ayaan_hirsi_ali;ismarriedto;niall_ferguson;1;1
akshay_kumar;actedin;khakee;113;210
abdeljalil_hadda;playsfor;yokohama_f_marinos;10;1
